STOP_FRISK_DATE_DAYNO,STOP_FRISK_TIME_DAYMIN,OBSERVED_DURATION_MINUTES,OBSERVED_DURATION_MINUTES_EDITED,STOP_DURATION_MINUTES,STOP_DURATION_MINUTES_EDITED,SUSPECT_REPORTED_AGE,SUSPECT_HEIGHT,SUSPECT_HEIGHT_EDITED,SUSPECT_WEIGHT
154,740,1,1,20,20,60,5.8,170,145
175,373,1,1,30,30,62,5.1,152.5,190
175,900,1,1,10,10,20,6,180,160
175,1365,2,2,10,10,41,5.4,160,130
161,210,1,1,15,15,28,5.4,160,150
161,819,1,1,9,9,22,5.1,152.5,170
168,750,1,1,10,10,43,6,180,250
154,155,0,0,11,11,22,5.5,162.5,130
175,90,1,1,5,5,20,6.1,182.5,180
175,1185,1,1,15,15,20,5.9,172.5,150
168,95,1,1,10,10,38,5.6,165,210
175,738,0,0,5,5,22,5.7,167.5,145
161,783,1,1,1,1,16,5.1,152.5,160
175,70,1,1,5,5,29,6.1,182.5,200
168,1417,1,1,5,5,27,5.11,177.5,180
168,1417,1,1,5,5,26,5.7,167.5,145
168,1438,1,1,40,50,19,5.7,167.5,140
168,1355,1,1,2,2,29,5.6,165,140
168,1355,1,1,2,2,20,5.7,167.5,150
175,798,1,1,10,10,42,6.1,182.5,180
175,157,1,1,8,8,48,5.6,165,140
168,487,1,1,5,5,30,5.5,162.5,150
168,839,1,1,2,2,20,6,180,160
154,1438,1,1,5,5,17,6,180,160
161,780,2,2,10,10,21,5.1,152.5,150
168,1007,1,1,20,20,17,5.6,165,135
168,1007,1,1,20,20,18,5.7,167.5,130
175,128,1,1,2,2,20,6.2,185,250
161,90,1,1,20,20,39,5.8,170,147
154,657,2,2,11,11,28,5.9,172.5,160
154,1187,1,1,12,12,31,5.1,152.5,160
175,294,2,2,8,8,39,5.1,152.5,140
175,274,1,1,1,1,33,6.1,182.5,240
154,1056,2,2,20,20,15,5.1,152.5,110
175,630,1,1,7,7,20,5.8,170,142
175,630,1,1,5,5,18,5.8,170,148
154,615,1,1,5,5,30,5.1,152.5,180
154,1230,10,10,10,10,22,5.1,152.5,170
154,1230,2,2,10,10,20,5.9,172.5,170
168,1207,1,1,20,20,16,5.6,165,150
168,1200,2,2,5,5,15,5.6,165,190
175,1000,0,0,30,30,25,5.11,177.5,170
175,1000,0,0,30,30,27,6.3,187.5,180
168,810,2,2,6,6,78,5.5,162.5,190
175,984,60,11,198,50,13,5.8,170,180
168,940,1,1,2,2,16,5.8,170,135
175,36,1,1,3,3,16,5.9,172.5,120
161,521,1,1,6,6,33,5.4,160,160
176,775,1,1,1,1,21,5.7,167.5,155
155,715,1,1,5,5,15,5.7,167.5,115
162,495,1,1,2,2,17,6,180,150
162,495,1,1,2,2,16,6,180,150
155,780,30,11,20,20,38,6,180,170
176,1185,1,1,13,13,13,5.6,165,105
176,1185,1,1,13,13,13,5.7,167.5,130
176,1185,1,1,13,13,13,5.5,162.5,160
155,1176,1,1,4,4,61,6,180,250
155,1002,2,2,1,1,24,5.11,177.5,160
162,1164,1,1,5,5,15,5.6,165,125
162,1258,1,1,3,3,15,5.6,165,110
155,1242,2,2,2,2,18,5.8,170,150
176,1090,1,1,5,5,18,5.7,167.5,140
176,1170,15,11,5,5,14,5.7,167.5,140
176,1170,15,11,5,5,14,5.2,155,120
176,902,1,1,3,3,26,5.9,172.5,170
155,1178,1,1,5,5,14,5.7,167.5,150
176,1201,1,1,4,4,36,5.7,167.5,200
162,206,1,1,8,8,29,5.4,160,140
169,545,1,1,10,10,38,5,150,135
169,664,0,0,12,12,63,5.2,155,130
176,1109,1,1,5,5,26,5.4,160,125
176,978,1,1,10,10,27,5.1,152.5,160
155,17,0,0,11,11,14,6,180,175
155,17,0,0,4,4,16,5.3,157.5,170
155,17,0,0,11,11,16,5.9,172.5,200
155,17,0,0,11,11,16,5.4,160,160
162,1035,3,3,13,13,30,5.5,162.5,160
162,1380,1,1,2,2,20,6.2,185,200
155,1095,1,1,40,50,14,5.11,177.5,150
162,514,0,0,30,30,21,5.11,177.5,260
162,670,1,1,4,4,21,5.11,177.5,220
176,1185,1,1,20,20,24,5.7,167.5,160
176,660,1,1,2,2,30,5.7,167.5,180
162,1094,1,1,8,8,26,5.9,172.5,135
169,980,1,1,1,1,34,5.1,152.5,150
169,1203,1,1,10,10,15,5.5,162.5,130
155,1178,1,1,5,5,15,5.8,170,140
155,1178,1,1,5,5,16,5.1,152.5,130
155,1178,1,1,5,5,16,5.1,152.5,120
162,517,1,1,5,5,30,5.5,162.5,200
162,799,1,1,5,5,30,5.5,162.5,150
162,286,1,1,12,12,53,5.7,167.5,180
162,1124,1,1,10,10,22,6.1,182.5,160
155,1310,1,1,6,6,17,5.7,167.5,140
162,71,1,1,12,12,32,5.1,152.5,160
169,60,2,2,5,5,20,5.1,152.5,180
162,1205,1,1,4,4,35,5.8,170,160
155,1313,2,2,4,4,15,5.5,162.5,130
169,682,1,1,4,4,22,5.5,162.5,170
176,588,1,1,10,10,16,5.4,160,115
155,895,5,5,1,1,19,5.6,165,140
155,895,5,5,1,1,17,5.6,165,140
155,895,5,5,1,1,16,6.1,182.5,205
155,895,5,5,1,1,16,5.8,170,150
169,830,1,1,5,5,28,5.1,152.5,185
169,830,1,1,5,5,26,6.2,185,220
176,1361,1,1,2,2,21,5.6,165,170
176,5,1,1,7,7,36,5.5,162.5,200
176,957,1,1,3,3,39,5.1,152.5,190
155,1255,1,1,10,10,17,5.6,165,140
163,1284,3,3,6,6,26,5.5,162.5,140
163,1176,5,5,5,5,19,5.8,170,130
170,1051,3,3,9,9,19,5.1,152.5,230
163,1113,1,1,6,6,50,5.7,167.5,130
170,1040,1,1,35,35,43,5.9,172.5,160
163,1360,1,1,15,15,55,5.5,162.5,150
170,1250,1,1,18,18,14,5.9,172.5,115
156,1233,1,1,10,10,20,5.1,152.5,140
156,1276,5,5,2,2,21,6,180,170
156,1276,5,5,2,2,18,6,180,170
163,17,2,2,2,2,18,5.8,170,150
177,1075,1,1,5,5,30,6,180,150
156,1235,0,0,10,10,24,5.8,170,150
170,925,0,0,3,3,22,5.1,152.5,180
156,1365,2,2,9,9,22,5.7,167.5,145
156,1365,2,2,10,10,15,5.8,170,135
163,980,1,1,5,5,17,5.8,170,150
170,1205,1,1,2,2,30,5.8,170,185
177,32,1,1,33,33,20,5.1,152.5,300
156,58,1,1,15,15,39,6.2,185,190
156,560,1,1,17,17,30,6.1,182.5,190
156,167,1,1,3,3,24,5.7,167.5,140
156,0,1,1,5,5,26,5.8,170,160
163,955,8,8,8,8,22,5.11,177.5,200
156,110,2,2,5,5,18,5.6,165,140
163,1075,1,1,2,2,18,5.1,152.5,160
177,1370,1,1,5,5,16,6.3,187.5,145
156,1230,1,1,5,5,21,5.11,177.5,180
163,1359,2,2,5,5,25,5.9,172.5,160
156,1156,1,1,5,5,35,5.6,165,150
156,861,1,1,10,10,28,5.1,152.5,180
177,1075,1,1,5,5,15,5.8,170,160
163,90,1,1,10,10,45,6.2,185,198
177,305,1,1,35,35,18,5.9,172.5,230
156,50,1,1,5,5,19,6,180,160
163,1430,1,1,17,17,45,5.7,167.5,150
170,825,1,1,10,10,55,5.1,152.5,180
170,1038,2,2,12,12,41,5.9,172.5,185
156,944,1,1,3,3,20,5.6,165,150
163,1098,1,1,1,1,18,5.8,170,140
163,1107,1,1,20,20,17,6,180,160
163,1107,1,1,20,20,20,5.9,172.5,160
163,1107,1,1,20,20,19,5.7,167.5,150
163,1107,1,1,20,20,15,5,150,120
177,1046,1,1,39,39,17,6.3,187.5,180
177,1370,5,5,7,7,30,6.1,182.5,200
177,67,1,1,5,5,28,5.8,170,160
156,50,1,1,12,12,50,6.2,185,230
156,1350,1,1,1,1,17,5.6,165,160
177,303,0,0,5,5,27,6,180,180
163,138,1,1,1,1,30,6.3,187.5,250
170,1093,1,1,5,5,14,5.8,170,160
170,1093,1,1,5,5,15,5.8,170,160
170,1093,1,1,5,5,15,5.8,170,160
170,1380,1,1,5,5,19,5.1,152.5,240
170,919,1,1,2,2,62,6,180,200
163,945,1,1,10,10,52,6.1,182.5,170
177,875,1,1,25,25,25,6,180,200
177,875,1,1,25,25,26,5.1,152.5,175
163,1140,1,1,11,11,14,5.1,152.5,150
170,1069,2,2,6,6,40,6,180,260
177,507,1,1,1,1,23,5.8,170,120
177,784,0,0,15,15,14,5,150,130
163,522,1,1,8,8,16,5.8,170,130
156,1043,1,1,15,15,36,5.1,152.5,180
170,1345,1,1,16,16,17,5.9,172.5,120
170,1339,1,1,20,20,16,5.2,155,140
156,3,1,1,5,5,20,5.1,152.5,150
156,3,1,1,5,5,20,5.7,167.5,250
156,1037,1,1,5,5,32,5.8,170,210
177,1120,1,1,15,15,31,5.6,165,180
170,975,1,1,4,4,14,5.4,160,140
170,973,1,1,7,7,15,5.7,167.5,110
156,366,1,1,36,36,39,5.9,172.5,185
170,1005,2,2,5,5,18,6.3,187.5,225
170,1005,2,2,5,5,19,5.8,170,140
164,753,1,1,5,5,22,5.6,165,140
164,1027,1,1,69,50,16,5.6,165,145
164,1027,1,1,69,50,17,5.8,170,160
164,1024,1,1,5,5,16,5.8,170,160
164,1025,1,1,5,5,18,5.8,170,160
164,1025,1,1,5,5,15,5.7,167.5,145
157,120,1,1,20,20,18,5.11,177.5,165
178,178,1,1,5,5,42,5.11,177.5,165
178,178,1,1,5,5,43,5.6,165,195
178,1292,1,1,28,28,16,6,180,175
178,1300,1,1,5,5,22,6.2,185,160
171,666,2,2,12,12,46,6,180,180
164,1020,0,0,12,12,55,5.8,170,165
157,990,0,0,5,5,35,5.11,177.5,170
171,25,5,5,2,2,21,5.7,167.5,175
157,1285,1,1,5,5,22,6.1,182.5,190
157,55,3,3,10,10,16,5.1,152.5,160
178,1404,1,1,4,4,35,6,180,150
157,808,1,1,2,2,27,5.9,172.5,180
157,328,1,1,6,6,48,5.4,160,135
171,140,2,2,6,6,19,5.11,177.5,160
171,1123,1,1,10,10,39,5.7,167.5,130
171,0,1,1,9,9,40,5.7,167.5,180
157,153,1,1,15,15,50,5.7,167.5,160
164,1228,1,1,5,5,16,5.1,152.5,175
164,1228,1,1,5,5,19,5.9,172.5,250
178,1265,5,5,10,10,20,5.5,162.5,160
164,1293,1,1,1,1,19,5.8,170,160
171,15,1,1,3,3,40,6.2,185,240
171,1325,1,1,2,2,24,5.8,170,140
178,1295,1,1,5,5,18,5.9,172.5,150
157,1042,1,1,5,5,35,5.11,177.5,170
171,1175,1,1,7,7,28,5.1,152.5,160
157,120,1,1,15,15,28,5.5,162.5,155
164,5,1,1,2,2,19,5.6,165,150
171,952,1,1,1,1,19,6,180,160
171,950,1,1,2,2,24,5.9,172.5,200
171,979,1,1,3,3,14,5.6,165,155
171,952,1,1,1,1,25,5.7,167.5,160
157,1075,1,1,10,10,19,5.7,167.5,140
157,1150,1,1,3,3,27,5.9,172.5,210
164,181,1,1,13,13,16,5.1,152.5,150
171,588,1,1,16,16,32,5.9,172.5,205
164,960,0,0,30,30,43,5.1,152.5,180
164,960,0,0,30,30,30,6,180,200
164,39,1,1,10,10,46,5.1,152.5,200
171,1190,1,1,15,15,15,5.1,152.5,160
171,1190,1,1,15,15,16,6,180,150
171,1190,1,1,15,15,15,5.1,152.5,155
157,1389,0,0,8,8,40,5.6,165,150
157,1422,5,5,5,5,25,5.6,165,160
164,71,1,1,5,5,31,6.1,182.5,190
157,1011,1,1,5,5,19,5.8,170,150
164,4,1,1,1,1,24,6.1,182.5,170
171,80,1,1,5,5,27,5.8,170,160
157,105,1,1,10,10,36,6,180,200
157,1390,1,1,5,5,20,5.7,167.5,150
164,1100,1,1,15,15,39,6.4,190,250
164,115,1,1,18,18,34,5.1,152.5,250
164,115,1,1,18,18,35,5.7,167.5,230
164,1145,5,5,6,6,16,6.1,182.5,125
157,1029,1,1,15,15,18,5.7,167.5,145
178,615,3,3,2,2,55,5.5,162.5,120
171,746,1,1,13,13,33,6,180,160
171,746,1,1,13,13,35,5.8,170,160
171,266,1,1,5,5,25,6.2,185,175
171,266,1,1,5,5,23,6.2,185,240
178,75,1,1,10,10,17,5.7,167.5,150
157,1431,1,1,2,2,32,6.1,182.5,350
178,1050,15,11,15,15,18,5.6,165,190
178,1030,0,0,5,5,36,5.1,152.5,200
164,51,2,2,21,21,19,5.9,172.5,200
179,1355,1,1,5,5,32,5.11,177.5,160
172,1435,0,0,10,10,50,5.9,172.5,220
165,972,1,1,1,1,47,5.1,152.5,150
165,1149,1,1,6,6,54,5.7,167.5,200
179,1130,1,1,7,7,21,5.7,167.5,215
158,24,3,3,11,11,25,5.9,172.5,175
158,1037,1,1,1,1,16,5.1,152.5,130
158,1135,1,1,1,1,14,5.6,165,130
158,1376,5,5,2,2,18,5.7,167.5,150
172,733,1,1,15,15,30,6,180,165
165,1321,3,3,4,4,21,5.7,167.5,150
165,1299,1,1,3,3,15,5.9,172.5,120
172,1164,1,1,1,1,24,5.8,170,210
158,1337,1,1,4,4,16,6,180,160
179,470,2,2,1,1,42,5.5,162.5,160
165,1203,0,0,0,0,17,5.9,172.5,160
165,1396,1,1,1,1,29,5.9,172.5,160
165,1205,2,2,5,5,15,5.8,170,130
172,1081,1,1,7,7,19,6.1,182.5,160
172,1081,1,1,7,7,22,5.11,177.5,170
165,98,1,1,0,0,25,5.8,170,150
165,140,1,1,30,30,23,5.6,165,150
158,134,1,1,30,30,33,5.11,177.5,170
179,1147,1,1,10,10,48,5.1,152.5,165
165,1225,1,1,5,5,48,5.1,152.5,110
165,1260,1,1,10,10,55,6,180,120
179,988,1,1,2,2,51,5.7,167.5,180
179,1267,1,1,5,5,25,5.8,170,160
158,185,1,1,5,5,20,6,180,150
165,625,1,1,15,15,27,5.5,162.5,170
165,650,1,1,22,22,25,5.5,162.5,160
172,149,1,1,2,2,41,5.8,170,200
158,1233,0,0,15,15,33,5.6,165,130
158,1205,1,1,5,5,43,5.9,172.5,200
158,914,8,8,13,13,19,6.4,190,150
158,100,1,1,9,9,16,5.9,172.5,165
165,1353,1,1,10,10,16,5.5,162.5,140
165,0,1,1,13,13,36,6.1,182.5,180
172,1125,1,1,2,2,24,5.1,152.5,190
172,1265,1,1,2,2,40,6.2,185,200
172,1272,1,1,3,3,25,5.8,170,165
165,0,1,1,5,5,29,6.2,185,165
165,1246,1,1,9,9,16,5.1,152.5,160
172,108,1,1,3,3,19,5.7,167.5,130
165,1117,1,1,12,12,35,5.9,172.5,155
158,1339,1,1,5,5,39,5.8,170,190
158,1361,1,1,13,13,17,5.1,152.5,130
158,1361,1,1,13,13,25,5.8,170,140
158,1361,1,1,13,13,17,5.1,152.5,130
179,110,1,1,10,10,22,5.1,152.5,180
179,110,1,1,10,10,13,5.6,165,150
179,110,1,1,10,10,21,5.11,177.5,190
179,110,1,1,10,10,17,5.5,162.5,130
179,110,1,1,10,10,18,5.1,152.5,160
179,110,1,1,10,10,23,5.11,177.5,210
158,605,2,2,7,7,15,5.6,165,160
165,167,1,1,2,2,19,5.1,152.5,150
179,970,1,1,3,3,20,5.11,177.5,165
165,687,1,1,3,3,18,5.1,152.5,160
172,69,2,2,4,4,18,6.2,185,170
179,1184,1,1,17,17,21,6.4,190,170
179,30,2,2,6,6,19,6.3,187.5,170
165,262,5,5,15,15,29,5.7,167.5,180
165,262,5,5,15,15,21,5.11,177.5,180
165,651,1,1,15,15,41,5.6,165,180
165,651,5,5,19,19,40,5.5,162.5,200
172,30,1,1,1,1,26,5.8,170,125
165,1114,1,1,9,9,20,5.7,167.5,140
165,1114,1,1,9,9,16,5.9,172.5,140
158,960,0,0,3,3,19,5.9,172.5,160
179,425,1,1,3,3,36,6,180,190
166,540,1,1,8,8,15,5.8,170,150
180,39,1,1,5,5,14,5.9,172.5,170
159,1275,5,5,6,6,17,5.1,152.5,160
159,1305,2,2,4,4,18,5.5,162.5,150
159,1305,2,2,4,4,19,5.7,167.5,130
159,1275,2,2,5,5,17,5.8,170,150
173,170,5,5,5,5,23,5.4,160,140
173,75,1,1,20,20,15,5.5,162.5,120
173,75,1,1,20,20,15,5.5,162.5,120
173,75,1,1,20,20,15,5.5,162.5,130
173,75,1,1,20,20,15,5.8,170,160
173,75,1,1,20,20,16,5.5,162.5,130
173,75,1,1,20,20,15,5.5,162.5,130
159,85,1,1,10,10,25,6.2,185,175
166,95,1,1,2,2,46,6,180,230
166,105,1,1,35,35,17,5.1,152.5,145
152,1368,1,1,10,10,19,6.3,187.5,200
166,1394,1,1,3,3,29,6.1,182.5,150
173,803,1,1,3,3,35,5.9,172.5,175
152,110,1,1,15,15,31,5.8,170,165
180,1186,1,1,5,5,14,5.4,160,115
173,483,1,1,15,15,38,6,180,215
180,215,5,5,10,10,22,5.4,160,160
180,215,5,5,10,10,20,5.7,167.5,160
180,215,5,5,10,10,19,5.5,162.5,160
180,215,5,5,10,10,20,5.9,172.5,160
180,215,5,5,10,10,20,6.1,182.5,160
180,1315,1,1,3,3,19,5.9,172.5,155
152,1425,1,1,15,15,17,5.1,152.5,130
152,1425,1,1,15,15,20,5.8,170,165
152,1425,1,1,15,15,28,5.11,177.5,190
152,1425,1,1,15,15,19,5.3,157.5,100
152,1425,1,1,15,15,18,5.6,165,125
152,1425,1,1,15,15,20,5.6,165,160
173,1368,1,1,2,2,20,6,180,170
173,834,0,0,3,3,33,6.2,185,215
180,98,0,0,5,5,15,5.5,162.5,145
159,175,1,1,1,1,39,5.8,170,165
173,1136,5,5,5,5,25,5.9,172.5,150
180,1381,1,1,11,11,33,5.7,167.5,150
166,1406,1,1,22,22,32,5.5,162.5,170
152,610,2,2,20,20,25,5.11,177.5,180
152,610,2,2,20,20,25,5.11,177.5,180
152,610,2,2,20,20,25,5.11,177.5,180
159,932,2,2,25,25,26,5.6,165,200
173,123,1,1,10,10,16,5.7,167.5,140
180,139,1,1,11,11,19,5.9,172.5,140
166,870,2,2,5,5,26,5.9,172.5,150
166,168,1,1,10,10,21,6,180,170
159,129,1,1,10,10,25,5.6,165,180
159,1430,0,0,1,1,19,5.5,162.5,150
173,1347,1,1,2,2,17,5.1,152.5,150
180,195,5,5,15,15,17,5.6,165,200
159,1430,1,1,3,3,16,5.4,160,110
173,1420,1,1,2,2,25,6.2,185,200
159,117,1,1,10,10,22,5.8,170,300
152,1409,1,1,5,5,20,6,180,160
180,1113,0,0,6,6,30,6,180,150
166,64,1,1,15,15,16,5.7,167.5,170
173,970,1,1,6,6,32,6,180,180
180,1401,1,1,4,4,19,5.11,177.5,180
180,1401,1,1,4,4,17,5.7,167.5,150
180,1412,1,1,5,5,30,5.11,177.5,205
166,117,1,1,1,1,17,5.5,162.5,200
173,1127,1,1,5,5,21,6,180,160
180,1401,1,1,4,4,19,5.8,170,150
159,1163,1,1,10,10,17,6.1,182.5,150
159,165,1,1,3,3,31,6.1,182.5,220
166,991,5,5,5,5,42,5.9,172.5,160
173,1085,1,1,1,1,16,5.8,170,180
180,1138,1,1,10,10,47,5.1,152.5,140
152,1310,1,1,12,12,24,6.2,185,200
152,1310,1,1,12,12,27,5.7,167.5,150
180,142,1,1,45,50,24,5.8,170,140
173,1245,1,1,16,16,44,5.6,165,140
173,1340,1,1,10,10,30,5.5,162.5,175
159,1434,1,1,5,5,24,5.8,170,165
173,1100,2,2,5,5,14,5.1,152.5,150
159,230,1,1,4,4,38,6.1,182.5,175
159,222,1,1,4,4,29,5.8,170,150
166,585,1,1,15,15,18,6,180,180
173,255,5,5,15,15,59,5.5,162.5,175
152,244,1,1,10,10,26,6.2,185,205
166,460,1,1,10,10,28,5.4,160,172
152,1168,2,2,1,1,15,5.6,165,150
181,565,1,1,5,5,53,5.11,177.5,170
160,37,0,0,45,50,14,5.2,155,100
160,39,0,0,43,50,14,5.5,162.5,120
153,584,1,1,7,7,33,5.2,155,110
153,1070,3,3,10,10,45,5.6,165,185
160,883,1,1,15,15,20,5.1,152.5,170
160,774,1,1,15,15,52,5.11,177.5,160
160,101,1,1,7,7,28,6.2,185,140
153,557,5,5,6,6,54,5.7,167.5,150
160,1402,1,1,5,5,29,6.1,182.5,180
174,1216,2,2,11,11,23,6.2,185,175
153,950,2,2,10,10,24,6.1,182.5,190
153,950,2,2,10,10,24,6.2,185,215
167,575,1,1,10,10,20,5.9,172.5,120
181,52,1,1,12,12,35,6,180,230
181,52,1,1,12,12,23,5.3,157.5,110
167,5,1,1,2,2,22,5.9,172.5,180
174,935,1,1,8,8,44,5.11,177.5,200
167,373,1,1,10,10,21,6.2,185,190
167,368,1,1,7,7,21,5.5,162.5,140
167,1220,2,2,10,10,22,5.9,172.5,160
160,444,1,1,9,9,41,5.9,172.5,160
174,160,2,2,12,12,30,5.9,172.5,175
160,169,1,1,2,2,35,5.9,172.5,175
174,311,0,0,13,13,40,5.9,172.5,165
181,104,1,1,5,5,33,6,180,200
174,42,1,1,1,1,46,5.8,170,190
174,115,10,10,10,10,45,5.7,167.5,190
181,120,1,1,5,5,34,5.11,177.5,320
174,120,1,1,2,2,26,5.1,152.5,165
160,238,8,8,10,10,18,5.5,162.5,125
174,1050,1,1,8,8,18,5.5,162.5,100
167,1091,1,1,15,15,49,6.2,185,160
167,1212,1,1,3,3,40,5.11,177.5,300
181,950,1,1,1,1,40,6,180,200
174,1370,1,1,15,15,27,5.5,162.5,150
160,1285,1,1,5,5,23,5.9,172.5,190
153,933,1,1,35,35,22,5.3,157.5,150
181,1180,1,1,3,3,28,6.1,182.5,250
160,1309,1,1,10,10,59,5.9,172.5,149
181,988,1,1,1,1,24,5.7,167.5,150
174,105,1,1,10,10,21,5.8,170,180
174,105,1,1,10,10,21,5.4,160,145
174,100,1,1,10,10,21,5.9,172.5,160
181,164,1,1,8,8,17,6,180,175
181,164,1,1,8,8,15,5.6,165,170
174,168,1,1,20,20,23,5.8,170,185
174,168,1,1,20,20,35,6,180,160
174,167,3,3,20,20,29,6.3,187.5,180
174,167,0,0,20,20,33,5,150,225
153,1339,0,0,2,2,19,5.9,172.5,150
174,1102,0,0,30,30,19,5.1,152.5,170
160,40,2,2,5,5,20,6,180,180
167,560,1,1,10,10,49,5.9,172.5,210
174,240,4,4,2,2,35,5.8,170,180
153,90,1,1,5,5,18,5.5,162.5,150
189,434,1,1,11,11,53,5.8,170,150
203,181,15,11,1,1,18,5.11,177.5,170
196,1070,1,1,10,10,27,5.8,170,150
189,1144,1,1,8,8,39,6.1,182.5,240
196,1340,1,1,20,20,13,5.5,162.5,135
196,1340,1,1,20,20,11,5.8,170,140
196,1345,1,1,5,5,16,5.8,170,145
196,110,1,1,8,8,24,5.9,172.5,160
203,1125,5,5,10,10,40,5.6,165,170
182,1187,1,1,59,50,28,5.9,172.5,180
182,1187,1,1,59,50,30,5.6,165,170
189,1438,1,1,10,10,27,5.6,165,150
210,1061,1,1,13,13,47,6,180,166
182,189,1,1,5,5,31,5.1,152.5,215
182,190,1,1,5,5,17,5.6,165,150
189,1024,1,1,17,17,56,5.8,170,165
196,1290,1,1,10,10,31,5.9,172.5,175
203,150,1,1,7,7,33,5.9,172.5,300
203,150,1,1,7,7,19,5.8,170,150
210,1055,1,1,5,5,23,6.1,182.5,200
189,1065,3,3,6,6,36,5.1,152.5,150
210,935,1,1,15,15,23,5.9,172.5,160
196,535,2,2,5,5,36,6.2,185,180
196,1179,1,1,1,1,28,6,180,170
203,1050,1,1,3,3,40,5.9,172.5,190
203,1360,1,1,10,10,17,5.5,162.5,120
203,1217,1,1,10,10,15,5.5,162.5,120
189,965,2,2,4,4,34,6.1,182.5,200
196,1050,1,1,1,1,21,5.9,172.5,180
189,1338,1,1,15,15,17,6,180,175
189,1130,1,1,4,4,17,5.1,152.5,150
189,313,1,1,15,15,11,6,180,160
189,324,2,2,5,5,14,5.1,152.5,200
189,981,1,1,1,1,16,5.3,157.5,90
189,1115,3,3,10,10,28,5.11,177.5,220
189,1115,3,3,10,10,35,6,180,220
189,1115,3,3,10,10,35,6.2,185,170
203,4,0,0,3,3,21,6,180,160
189,352,2,2,5,5,22,5.1,152.5,110
196,555,2,2,30,30,42,5.7,167.5,180
196,1240,1,1,3,3,19,6,180,140
196,1240,1,1,4,4,18,5.8,170,150
182,25,1,1,20,20,66,5.7,167.5,150
189,1011,1,1,3,3,35,6,180,160
196,1355,1,1,10,10,24,5.8,170,150
196,1355,1,1,10,10,24,5.1,152.5,160
210,1220,1,1,20,20,20,5.1,152.5,170
189,962,1,1,4,4,25,5.9,172.5,150
210,380,1,1,6,6,14,5.5,162.5,100
210,380,1,1,6,6,15,5.9,172.5,120
210,380,1,1,6,6,16,5.11,177.5,140
210,1400,1,1,3,3,15,5.8,170,150
182,731,1,1,5,5,40,5.8,170,170
189,1084,1,1,2,2,30,6.1,182.5,180
210,1185,1,1,5,5,20,6,180,160
189,280,1,1,1,1,69,5.1,152.5,140
210,0,1,1,20,20,13,5.6,165,140
182,99,1,1,32,32,25,5.9,172.5,170
203,100,2,2,11,11,20,6.1,182.5,180
196,1280,1,1,7,7,20,5.1,152.5,150
189,780,0,0,10,10,32,6.1,182.5,180
189,1335,0,0,35,35,22,6.2,185,250
210,1112,0,0,0,0,50,5.3,157.5,150
210,1281,2,2,10,10,17,6.1,182.5,200
196,978,0,0,14,14,17,5.8,170,180
196,978,0,0,14,14,32,6,180,200
203,930,2,2,10,10,24,5.5,162.5,170
210,785,1,1,25,25,18,5.11,177.5,170
182,1157,2,2,4,4,19,5.9,172.5,130
210,710,2,2,10,10,33,5.6,165,220
190,166,1,1,20,20,25,5.6,165,150
190,166,1,1,20,20,26,6.2,185,190
190,166,1,1,20,20,21,5.7,167.5,125
211,848,5,5,10,10,69,5.6,165,190
183,1013,2,2,5,5,20,5.1,152.5,165
190,1031,1,1,3,3,13,5.2,155,90
190,1030,2,2,3,3,12,5.6,165,100
183,1010,1,1,1,1,50,5.9,172.5,165
211,101,1,1,10,10,30,5.8,170,145
183,119,1,1,36,36,34,5.1,152.5,210
190,1188,0,0,2,2,32,5.1,152.5,170
211,1167,1,1,12,12,25,6.3,187.5,300
211,1264,0,0,10,10,24,5.9,172.5,130
190,1109,1,1,1,1,50,5.7,167.5,220
204,950,1,1,5,5,17,6,180,170
204,950,1,1,5,5,15,5.8,170,190
211,1250,1,1,12,12,26,5.9,172.5,190
183,1232,1,1,20,20,17,5.8,170,160
183,1345,0,0,5,5,22,5.6,165,150
183,1345,1,1,5,5,23,5.11,177.5,170
204,1004,1,1,1,1,27,5.9,172.5,210
197,1166,1,1,4,4,17,5.1,152.5,140
211,0,5,5,2,2,38,5.4,160,120
183,1365,1,1,2,2,57,5.7,167.5,150
204,1375,1,1,10,10,40,5.6,165,160
190,120,1,1,6,6,50,5.1,152.5,180
190,1125,30,11,20,20,26,5.9,172.5,150
197,1180,1,1,2,2,16,5.8,170,150
190,1247,1,1,3,3,13,5.4,160,120
190,1247,1,1,3,3,17,5.7,167.5,155
190,1247,1,1,5,5,21,5.9,172.5,140
183,1420,1,1,23,23,20,5.5,162.5,155
204,712,2,2,15,15,22,5.7,167.5,150
190,1288,1,1,20,20,20,5.8,170,160
204,199,0,0,5,5,43,5.1,152.5,160
211,1389,1,1,5,5,15,5.1,152.5,145
183,1061,1,1,5,5,43,5.6,165,180
204,1320,1,1,19,19,49,5.6,165,139
204,1320,1,1,19,19,31,5.5,162.5,125
183,1340,1,1,10,10,23,5.8,170,160
183,1091,1,1,14,14,17,5.8,170,180
183,1098,1,1,5,5,18,6,180,210
183,1092,1,1,9,9,14,5.5,162.5,115
183,1092,1,1,9,9,16,5.11,177.5,130
183,80,1,1,11,11,20,6,180,160
183,74,1,1,11,11,21,6.1,182.5,170
183,959,1,1,10,10,24,5.1,152.5,220
183,997,1,1,4,4,23,5.8,170,165
183,1090,1,1,10,10,30,5.1,152.5,160
204,700,1,1,2,2,25,6.1,182.5,170
