STOP_FRISK_DATE,STOP_FRISK_DATE_DAYNO,STOP_FRISK_TIME,STOP_FRISK_TIME_DAYMIN,MONTH2,DAY2,ISSUING_OFFICER_RANK,OBSERVED_DURATION_MINUTES,OBSERVED_DURATION_MINUTES_EDITED,SUSPECTED_CRIME_DESCRIPTION,SUSPECTED_CRIME_DESCRIPTION_EDITED,STOP_DURATION_MINUTES,STOP_DURATION_MINUTES_EDITED,SUSPECT_ARREST_OFFENSE,SUSPECT_ARREST_OFFENSE_EDITED,OFFICER_IN_UNIFORM_FLAG,WEAPON_FOUND_FLAG,DEMEANOR_OF_PERSON_STOPPED,DEMEANOR_OF_PERSON_STOPPED_TOP10,SUSPECT_REPORTED_AGE,SUSPECT_RACE_DESCRIPTION,SUSPECT_HEIGHT,SUSPECT_HEIGHT_EDITED,SUSPECT_WEIGHT,SUSPECT_OTHER_DESCRIPTION,SUSPECT_OTHER_DESCRIPTION_TOP10,STOP_LOCATION_BORO_NAME
20-11-2019,324,12:57:00,777,November,Wednesday,POM,1,1,CPW,CPW,7,7,(null),NONE,N,Y,CALM,CALM,39,BLACK,6.4,190,240,(null),NONE,BROOKLYN
20-11-2019,324,15:20:00,920,November,Wednesday,POM,1,1,CPW,CPW,10,10,OTHER,OTHER,Y,Y,UPSET,UPSET,62,BLACK,5.7,167.5,190,(null),NONE,BROOKLYN
20-11-2019,324,17:20:00,1040,November,Wednesday,POM,1,1,ROBBERY,ROBBERY,5,5,(null),NONE,Y,N,NERVOUS,NERVOUS,23,BLACK,5.7,167.5,185,(null),NONE,BROOKLYN
06-11-2019,310,17:11:00,1031,November,Wednesday,POM,0,0,ASSAULT,ASSAULT,15,15,(null),NONE,Y,N,NORMAL,NORMAL,20,WHITE HISPANIC,5.1,152.5,160,N/A,NONE,BROOKLYN
27-11-2019,331,15:20:00,920,November,Wednesday,POF,2,2,BURGLARY,BURGLARY,10,10,(null),NONE,Y,N,NERVOUS AND ANNOYED,NERVOUS,16,BLACK,6,180,160,(null),NONE,QUEENS
27-11-2019,331,15:20:00,920,November,Wednesday,POF,2,2,BURGLARY,BURGLARY,10,10,(null),NONE,Y,N,CALM,CALM,16,BLACK,5.6,165,145,UNK,NONE,QUEENS
06-11-2019,310,13:35:00,815,November,Wednesday,POM,1,1,PETIT LARCENY,PETIT LARCENY,10,10,PETIT LARCENY,PETIT LARCENY,N,N,CALM,CALM,45,BLACK,5.7,167.5,160,(null),NONE,QUEENS
27-11-2019,331,22:54:00,1374,November,Wednesday,POM,1,1,PETIT LARCENY,PETIT LARCENY,6,6,CRIMINAL MISCHIEF,CRIMINAL MISCHIEF,Y,N,CALM,CALM,22,ASIAN / PACIFIC ISLANDER,5.11,177.5,140,"PERP MALE ARABIC, SHORT BLACK HAIR, GLASSES, SNEAKERS AND JEANS",GLASSES,QUEENS
20-11-2019,324,16:45:00,1005,November,Wednesday,LCD,1,1,OTHER,OTHER,20,20,OTHER,OTHER,N,N,OUT OF BREATH FROM RUNNING,NONE,14,WHITE HISPANIC,5.7,167.5,135,NONE,NONE,QUEENS
27-11-2019,331,15:40:00,940,November,Wednesday,POM,1,1,CPW,CPW,3,3,CPW,CPW,N,Y,CALM,CALM,32,WHITE,5.8,170,150,(null),NONE,QUEENS
27-11-2019,331,15:58:00,958,November,Wednesday,POM,1,1,CPW,CPW,7,7,(null),NONE,N,N,CALM AND QUIET,CALM,29,ASIAN / PACIFIC ISLANDER,5.11,177.5,170,(null),NONE,QUEENS
27-11-2019,331,15:58:00,958,November,Wednesday,POM,1,1,CPW,CPW,7,7,(null),NONE,N,N,CALM AND QUIET,CALM,23,WHITE,5.1,152.5,175,(null),NONE,QUEENS
27-11-2019,331,02:43:00,163,November,Wednesday,POM,1,1,UNAUTHORIZED USE OF A VEHICLE,OTHER,45,40+,(null),NONE,Y,N,ANXIOUS,NONE,18,WHITE,5.9,172.5,140,GLASSES,GLASSES,QUEENS
06-11-2019,310,19:54:00,1194,November,Wednesday,POM,1,1,ROBBERY,ROBBERY,11,11,ROBBERY,ROBBERY,N,N,NERVOUS,NERVOUS,19,BLACK,6,180,150,(null),NONE,QUEENS
06-11-2019,310,15:58:00,958,November,Wednesday,DT3,0,0,OTHER,OTHER,10,10,(null),NONE,N,N,CALM,CALM,50,WHITE HISPANIC,5.5,162.5,150,(null),NONE,QUEENS
06-11-2019,310,15:58:00,958,November,Wednesday,DT3,0,0,PROSTITUTION,OTHER,10,10,(null),NONE,N,N,CALM,CALM,51,WHITE HISPANIC,5.6,165,200,(null),NONE,QUEENS
06-11-2019,310,19:59:00,1199,November,Wednesday,POM,1,1,CPW,CPW,11,11,(null),NONE,N,N,CONFUSED,NONE,21,BLACK,5.9,172.5,170,"BLACK JACKET, BLACK HOODIE, GRAY SWEAT PANTS, AND DARK COLORED DURAG",JACKET,QUEENS
06-11-2019,310,02:07:00,127,November,Wednesday,POM,1,1,ROBBERY,ROBBERY,20,20,ROBBERY,ROBBERY,N,N,CALM,CALM,24,BLACK,5.1,152.5,150,(null),NONE,STATEN ISLAND
06-11-2019,310,01:03:00,63,November,Wednesday,POM,1,1,ROBBERY,ROBBERY,5,5,(null),NONE,N,N,CALM,CALM,27,BLACK,5.1,152.5,230,(null),NONE,STATEN ISLAND
07-11-2019,311,12:56:00,776,November,Thursday,POM,1,1,PETIT LARCENY,PETIT LARCENY,11,11,PETIT LARCENY,PETIT LARCENY,Y,Y,CALM,CALM,36,BLACK HISPANIC,5.6,165,185,"PONY TAIL, BLACK JACKET, DARK JEANS",JACKET,MANHATTAN
07-11-2019,311,10:05:00,605,November,Thursday,POM,3,3,CPW,CPW,3,3,CPW,CPW,Y,Y,IRATE,NONE,59,BLACK,5.7,167.5,130,(null),NONE,MANHATTAN
21-11-2019,325,20:38:00,1238,November,Thursday,POM,0,0,ROBBERY,ROBBERY,20,20,(null),NONE,N,N,ANGRY,ANGRY,16,BLACK,5.5,162.5,120,(null),NONE,MANHATTAN
07-11-2019,311,04:30:00,270,November,Thursday,POM,3,3,CPW,CPW,2,2,(null),NONE,N,N,UNCOOPERATIVE,NONE,20,WHITE HISPANIC,5.11,177.5,170,(null),NONE,MANHATTAN
07-11-2019,311,04:23:00,263,November,Thursday,POM,3,3,CPW,CPW,2,2,(null),NONE,N,N,UNDERSTANDING,UNDERSTANDING,30,WHITE HISPANIC,5.1,152.5,200,(null),NONE,MANHATTAN
07-11-2019,311,03:10:00,190,November,Thursday,POM,1,1,GRAND LARCENY,GRAND LARCENY,7,7,OTHER,OTHER,Y,N,ATTEMPTED TO FLEE/PULLED AWAY,NONE,23,BLACK HISPANIC,5.9,172.5,200,(null),NONE,MANHATTAN
07-11-2019,311,03:10:00,190,November,Thursday,POM,1,1,GRAND LARCENY,GRAND LARCENY,7,7,(null),NONE,Y,N,CALM,CALM,23,BLACK HISPANIC,5.1,152.5,180,(null),NONE,MANHATTAN
07-11-2019,311,00:04:00,4,November,Thursday,POM,1,1,ASSAULT,ASSAULT,10,10,ASSAULT,ASSAULT,Y,Y,NERVOUS,NERVOUS,51,BLACK,5.1,152.5,200,NONE,NONE,MANHATTAN
21-11-2019,325,09:07:00,547,November,Thursday,POM,1,1,MENACING,MENACING,10,10,MENACING,MENACING,Y,N,CALM,CALM,37,BLACK HISPANIC,6.1,182.5,190,BIRTH MARK/TATTOO UNDER LEFT EYE,TATTOO,MANHATTAN
14-11-2019,318,02:25:00,145,November,Thursday,POF,1,1,CRIMINAL MISCHIEF,CRIMINAL MISCHIEF,10,10,CRIMINAL MISCHIEF,CRIMINAL MISCHIEF,Y,Y,NERVOUS,NERVOUS,34,WHITE HISPANIC,5.11,177.5,150,DARK GRAY SWEATSHIRT  DARK GRAY PANTS BLACK SNEAKERS DARK BLUE YANKEE HAT,HAT,BRONX
14-11-2019,318,01:00:00,60,November,Thursday,POM,1,1,CPW,CPW,15,15,CPW,CPW,Y,Y,CALM,CALM,27,BLACK,5.9,172.5,190,(null),NONE,BRONX
21-11-2019,325,01:16:00,76,November,Thursday,POM,1,1,CPW,CPW,10,10,(null),NONE,Y,N,INTOXICATED,NONE,21,BLACK HISPANIC,5.6,165,185,(null),NONE,BRONX
21-11-2019,325,23:00:00,1380,November,Thursday,POM,1,1,CP OF MARIHUANA,CP OF MARIHUANA,5,5,CPW,CPW,N,Y,ANNOYED,ANNOYED,20,BLACK,5.1,152.5,200,(null),NONE,BRONX
21-11-2019,325,23:00:00,1380,November,Thursday,POM,1,1,CP OF MARIHUANA,CP OF MARIHUANA,5,5,CPW,CPW,N,Y,NERVOUS,NERVOUS,19,BLACK,5.5,162.5,150,(null),NONE,BRONX
21-11-2019,325,23:00:00,1380,November,Thursday,POM,1,1,CP OF MARIHUANA,CP OF MARIHUANA,5,5,CP OF MARIHUANA,CP OF MARIHUANA,N,N,NERVOUS,NERVOUS,22,WHITE HISPANIC,6,180,155,(null),NONE,BRONX
28-11-2019,332,08:52:00,532,November,Thursday,POM,1,1,CPW,CPW,11,11,(null),NONE,Y,N,CALM,CALM,27,WHITE HISPANIC,5.6,165,160,UNK,NONE,BRONX
14-11-2019,318,13:08:00,788,November,Thursday,POM,1,1,CPW,CPW,2,2,(null),NONE,N,N,COOPERATIVE,COOPERATIVE,60,WHITE HISPANIC,5.1,152.5,220,"CAMO PANTS,BLACK JAKECT, PLAT SHIRT, BROWN HOLSTER ON RIGHT SIDE OF WAISTBAND AT",NONE,BRONX
21-11-2019,325,21:50:00,1310,November,Thursday,POM,1,1,CPW,CPW,2,2,(null),NONE,N,N,CALM,CALM,20,BLACK HISPANIC,5.6,165,150,(null),NONE,BRONX
07-11-2019,311,10:35:00,635,November,Thursday,POF,1,1,CPW,CPW,30,30,CPW,CPW,Y,N,UPSET,UPSET,29,BLACK,5.9,172.5,180,BLACK HOODED SWEATER,NONE,BRONX
07-11-2019,311,10:45:00,645,November,Thursday,POM,1,1,ASSAULT,ASSAULT,5,5,(null),NONE,Y,N,APP. NORMAL,NORMAL,18,BLACK,5.1,152.5,165,(null),NONE,BRONX
07-11-2019,311,10:45:00,645,November,Thursday,SGT,1,1,ASSAULT,ASSAULT,5,5,(null),NONE,Y,N,CALM,CALM,24,BLACK,6.1,182.5,155,GRAY SWEATER SUIT,NONE,BRONX
14-11-2019,318,18:40:00,1120,November,Thursday,POM,1,1,CPW,CPW,4,4,CPW,CPW,N,Y,#N/A,NONE,30,WHITE HISPANIC,5.7,167.5,220,(null),NONE,BRONX
14-11-2019,318,18:38:00,1118,November,Thursday,POM,1,1,CPW,CPW,1,1,CPW,CPW,Y,Y,#N/A,NONE,24,WHITE HISPANIC,5.6,165,160,(null),NONE,BRONX
28-11-2019,332,02:58:00,178,November,Thursday,POM,1,1,BURGLARY,BURGLARY,15,15,(null),NONE,N,N,CALM,CALM,27,BLACK,5.5,162.5,140,(null),NONE,BRONX
07-11-2019,311,13:39:00,819,November,Thursday,POM,1,1,ASSAULT,ASSAULT,10,10,OTHER,OTHER,N,N,UNCOOPERATIVE,NONE,25,BLACK,6.3,187.5,250,(null),NONE,BROOKLYN
28-11-2019,332,15:07:00,907,November,Thursday,POF,1,1,PETIT LARCENY,PETIT LARCENY,27,27,ASSAULT,ASSAULT,Y,N,NORMAL,NORMAL,15,BLACK,5.7,167.5,140,"GREY JACKET, BLACK SWEATPANTS, YELLOW HOODIE, MULTICOLORES SNEAKERS",JACKET,BROOKLYN
14-11-2019,318,20:50:00,1250,November,Thursday,POM,1,1,CPW,CPW,1,1,(null),NONE,N,N,"NERVOUS, SCARED",NERVOUS,15,BLACK,5.1,152.5,150,"BLUE BUBBLE JACKET, BLACK SWEAT PANTS",JACKET,BROOKLYN
28-11-2019,332,06:31:00,391,November,Thursday,POM,3,3,PETIT LARCENY,PETIT LARCENY,8,8,(null),NONE,Y,N,NERVOUS,NERVOUS,19,BLACK,6.2,185,180,(null),NONE,BROOKLYN
21-11-2019,325,00:28:00,28,November,Thursday,POM,1,1,CPW,CPW,1,1,(null),NONE,N,Y,COOPERATIVE,COOPERATIVE,18,BLACK,6,180,150,(null),NONE,BROOKLYN
07-11-2019,311,14:30:00,870,November,Thursday,POM,2,2,CPW,CPW,10,10,(null),NONE,Y,N,CALM,CALM,46,ASIAN / PACIFIC ISLANDER,5.7,167.5,150,(null),NONE,BROOKLYN
14-11-2019,318,13:45:00,825,November,Thursday,POM,0,0,PETIT LARCENY,PETIT LARCENY,5,5,(null),NONE,Y,N,CALM,CALM,28,WHITE HISPANIC,5.7,167.5,150,(null),NONE,BROOKLYN
21-11-2019,325,19:19:00,1159,November,Thursday,POM,1,1,ROBBERY,ROBBERY,3,3,(null),NONE,Y,N,CALM,CALM,37,BLACK HISPANIC,6,180,160,(null),NONE,BROOKLYN
07-11-2019,311,11:58:00,718,November,Thursday,POM,1,1,ASSAULT,ASSAULT,3,3,ASSAULT,ASSAULT,Y,Y,AGITATED,AGITATED,29,BLACK HISPANIC,6,180,240,(null),NONE,QUEENS
21-11-2019,325,12:42:00,762,November,Thursday,SGT,0,0,CPW,CPW,12,12,(null),NONE,Y,N,CALM AND UNDERSTANDING,CALM,21,BLACK,5.7,167.5,150,UNKNOWN,NONE,QUEENS
28-11-2019,332,18:34:00,1114,November,Thursday,POM,1,1,ASSAULT,ASSAULT,6,6,ASSAULT,ASSAULT,Y,N,UNCOOPERATIVE,NONE,15,WHITE HISPANIC,5.1,152.5,180,"BLACK OUTFIT W/ NIKE SWEATSHIRT BEARING THE DESCRIPTION ""JUST DO IT""  IN RED LET",SWEATSHIRT,QUEENS
21-11-2019,325,01:46:00,106,November,Thursday,POM,1,1,ROBBERY,ROBBERY,4,4,(null),NONE,N,N,CALM,CALM,20,BLACK,5.4,160,140,(null),NONE,QUEENS
21-11-2019,325,02:41:00,161,November,Thursday,POM,1,1,CPW,CPW,3,3,(null),NONE,N,N,CALM,CALM,17,BLACK,5.9,172.5,150,(null),NONE,QUEENS
21-11-2019,325,00:05:00,5,November,Thursday,POM,1,1,ROBBERY,ROBBERY,6,6,ROBBERY,ROBBERY,Y,N,UNCOOPERATIVE,NONE,24,WHITE HISPANIC,5.5,162.5,150,(null),NONE,QUEENS
28-11-2019,332,02:58:00,178,November,Thursday,POM,1,1,ASSAULT,ASSAULT,26,26,(null),NONE,N,N,CALM AND RELIEVED,CALM,22,WHITE HISPANIC,5.5,162.5,155,BLACK HEAVY JACKET,JACKET,QUEENS
28-11-2019,332,02:58:00,178,November,Thursday,POM,1,1,ASSAULT,ASSAULT,26,26,(null),NONE,N,N,AGITATED,AGITATED,27,WHITE HISPANIC,5.5,162.5,180,(null),NONE,QUEENS
21-11-2019,325,01:23:00,83,November,Thursday,POM,0,0,ROBBERY,ROBBERY,8,8,(null),NONE,N,N,"CALM, INQUISITIVE",CALM,23,BLACK,6.2,185,260,ARMY CAMOUFLAGE HOODIE,HOODIE,QUEENS
21-11-2019,325,01:23:00,83,November,Thursday,SGT,0,0,ROBBERY,ROBBERY,8,8,(null),NONE,N,N,"CALM, CONFUSED",CALM,22,BLACK,5.6,165,190,BLACK COAT,NONE,QUEENS
14-11-2019,318,21:08:00,1268,November,Thursday,POM,1,1,CPW,CPW,14,14,(null),NONE,Y,N,CONFUSED,NONE,20,BLACK,5.8,170,175,EXACT CLOTHING DESCRIPTION MATCHING RADIO RUN,NONE,QUEENS
21-11-2019,325,02:00:00,120,November,Thursday,POM,10,10,ROBBERY,ROBBERY,28,28,ROBBERY,ROBBERY,N,N,NERVOUS,NERVOUS,14,BLACK,5.4,160,120,"BLACK JACKET,BLACK SWEATSHIRT, BLACK SWEATS, BLACK SNEAKERS, BLACK BACKPACK",JACKET,QUEENS
21-11-2019,325,02:00:00,120,November,Thursday,POM,10,10,ROBBERY,ROBBERY,28,28,ROBBERY,ROBBERY,N,Y,NERVOUS,NERVOUS,15,WHITE HISPANIC,6.1,182.5,180,"BLUE JACKET, GRAY SWEATPANTS, BLACK SNEAKERS, BLACK BACKPACK",JACKET,QUEENS
14-11-2019,318,15:16:00,916,November,Thursday,POM,1,1,CPW,CPW,30,30,(null),NONE,N,N,NERVOUS,NERVOUS,35,WHITE,5.6,165,150,(null),NONE,QUEENS
07-11-2019,311,14:05:00,845,November,Thursday,POM,2,2,GRAND LARCENY AUTO,GRAND LARCENY AUTO,10,10,(null),NONE,Y,N,N/A,NONE,35,ASIAN / PACIFIC ISLANDER,5.7,167.5,160,(null),NONE,QUEENS
21-11-2019,325,08:27:00,507,November,Thursday,SGT,0,0,GRAND LARCENY,GRAND LARCENY,30,30,GRAND LARCENY,GRAND LARCENY,Y,N,CALM,CALM,30,WHITE,5.8,170,140,(null),NONE,QUEENS
01-11-2019,305,03:10:00,190,November,Friday,POM,1,1,CRIMINAL MISCHIEF,CRIMINAL MISCHIEF,13,13,OTHER,OTHER,Y,N,ANGRY,ANGRY,17,WHITE HISPANIC,5.11,177.5,145,NONE,NONE,MANHATTAN
15-11-2019,319,01:08:00,68,November,Friday,POM,1,1,ASSAULT,ASSAULT,7,7,ASSAULT,ASSAULT,Y,N,INTOXICATED BY DRUGS AND ALCOHOL,NONE,25,WHITE HISPANIC,5.5,162.5,110,(null),NONE,MANHATTAN
22-11-2019,326,18:11:00,1091,November,Friday,POF,2,2,ROBBERY,ROBBERY,4,4,ROBBERY,ROBBERY,Y,N,SHOCKED,NONE,14,BLACK,5.6,165,150,(null),NONE,MANHATTAN
08-11-2019,312,12:57:00,777,November,Friday,POM,15,10+,CRIMINAL SALE OF CONTROLLED SUBSTANCE,OTHER,30,30,(null),NONE,N,N,CALM,CALM,41,WHITE HISPANIC,5.8,170,180,(null),NONE,MANHATTAN
22-11-2019,326,18:43:00,1123,November,Friday,POM,3,3,ASSAULT,ASSAULT,15,15,ASSAULT,ASSAULT,Y,N,BREATHING HEAVY FROM ATTEMPING TO RUN/FLEE FROM POLICE,NONE,15,BLACK,5.7,167.5,125,(null),NONE,MANHATTAN
22-11-2019,326,18:43:00,1123,November,Friday,POM,3,3,ASSAULT,ASSAULT,15,15,ASSAULT,ASSAULT,Y,N,BREATHING HEAVY FROM ATTEMPING TO RUN/FLEE FROM POLICE,NONE,15,BLACK,5.8,170,130,(null),NONE,MANHATTAN
22-11-2019,326,18:43:00,1123,November,Friday,POM,3,3,ASSAULT,ASSAULT,15,15,ASSAULT,ASSAULT,Y,N,BREATHING HEAVY FROM ATTEMPING TO RUN/FLEE FROM POLICE,NONE,14,BLACK,5.6,165,135,(null),NONE,MANHATTAN
22-11-2019,326,18:43:00,1123,November,Friday,POM,3,3,ASSAULT,ASSAULT,15,15,ASSAULT,ASSAULT,Y,N,BREATHING HEAVY AFTER RUNNING/FLEAING FROM THE SCENE OF INCIDENT.,NONE,14,BLACK,6,180,150,(null),NONE,MANHATTAN
22-11-2019,326,18:43:00,1123,November,Friday,POM,3,3,ASSAULT,ASSAULT,15,15,ASSAULT,ASSAULT,Y,Y,BREATHING HEAVY FROM ATTEMPING TO RUN/FLEE FROM POLICE,NONE,14,BLACK,5.8,170,140,(null),NONE,MANHATTAN
08-11-2019,312,13:35:00,815,November,Friday,POM,1,1,ASSAULT,ASSAULT,5,5,(null),NONE,Y,N,WORRIED,NONE,35,BLACK,5.11,177.5,180,SCAR ON FACE,SCAR,MANHATTAN
08-11-2019,312,14:55:00,895,November,Friday,POM,1,1,ASSAULT,ASSAULT,10,10,ASSAULT,ASSAULT,Y,N,CALM,CALM,51,BLACK,6,180,170,(null),NONE,MANHATTAN
15-11-2019,319,18:30:00,1110,November,Friday,POM,5,5,CPW,CPW,2,2,CPW,CPW,N,Y,NERVOUS,NERVOUS,26,BLACK,5.8,170,160,TATTOOS ON HANDS,TATTOO,MANHATTAN
22-11-2019,326,16:53:00,1013,November,Friday,POM,2,2,GRAND LARCENY,GRAND LARCENY,15,15,GRAND LARCENY,GRAND LARCENY,Y,N,ANGRY,ANGRY,36,BLACK,5.8,170,180,"GREEN BEANIE, GRAY JACKET AND BLACK JEANS",JACKET,MANHATTAN
01-11-2019,305,00:03:00,3,November,Friday,POM,1,1,ASSAULT,ASSAULT,5,5,CPW,CPW,Y,Y,NORMAL,NORMAL,18,BLACK HISPANIC,5.6,165,160,(null),NONE,MANHATTAN
15-11-2019,319,19:35:00,1175,November,Friday,POM,1,1,CPW,CPW,10,10,(null),NONE,N,N,#N/A,NONE,17,BLACK,5.9,172.5,145,(null),NONE,MANHATTAN
15-11-2019,319,19:35:00,1175,November,Friday,POM,1,1,CPW,CPW,10,10,(null),NONE,N,N,#N/A,NONE,18,BLACK,6.1,182.5,145,(null),NONE,MANHATTAN
01-11-2019,305,00:58:00,58,November,Friday,POM,1,1,CPW,CPW,5,5,(null),NONE,Y,N,COOPERATIVE,COOPERATIVE,24,WHITE HISPANIC,5.9,172.5,165,(null),NONE,MANHATTAN
01-11-2019,305,03:26:00,206,November,Friday,POM,1,1,ROBBERY,ROBBERY,15,15,(null),NONE,Y,N,VERY ERRATIC,NONE,24,WHITE,5.7,167.5,165,(null),NONE,MANHATTAN
29-11-2019,333,20:05:00,1205,November,Friday,POM,1,1,CPW,CPW,4,4,(null),NONE,N,N,THANKFUL AND CALM,CALM,13,BLACK HISPANIC,5.4,160,130,(null),NONE,BRONX
08-11-2019,312,02:02:00,122,November,Friday,POM,4,4,ROBBERY,ROBBERY,4,4,(null),NONE,Y,N,CALM,CALM,24,BLACK,5.11,177.5,155,(null),NONE,BRONX
22-11-2019,326,00:10:00,10,November,Friday,POM,1,1,CPW,CPW,2,2,CPW,CPW,N,Y,COOPERATIVE AND COMPLIANT,COOPERATIVE,26,BLACK,5.8,170,200,(null),NONE,BRONX
22-11-2019,326,18:05:00,1085,November,Friday,POM,5,5,CRIMINAL TRESPASS,CRIMINAL TRESPASS,10,10,CRIMINAL TRESPASS,CRIMINAL TRESPASS,Y,Y,"NERVOUS, SWEATING AND SLURISH SPEACH",NERVOUS,33,WHITE,6.2,185,140,"RIGHT ARM ""RIP BROTHER""",NONE,BRONX
08-11-2019,312,14:15:00,855,November,Friday,POM,1,1,ROBBERY,ROBBERY,4,4,(null),NONE,N,N,NORMAL,NORMAL,20,BLACK,5.9,172.5,145,(null),NONE,BRONX
08-11-2019,312,14:16:00,856,November,Friday,POM,1,1,ROBBERY,ROBBERY,2,2,(null),NONE,N,N,CALM,CALM,14,BLACK,5.9,172.5,130,"RED HOODIE, BLACK BUBBLE JACKET.",JACKET,BRONX
08-11-2019,312,14:15:00,855,November,Friday,POM,1,1,ROBBERY,ROBBERY,4,4,(null),NONE,N,N,NORMAL,NORMAL,17,BLACK HISPANIC,5.8,170,160,(null),NONE,BRONX
08-11-2019,312,14:16:00,856,November,Friday,POM,1,1,ROBBERY,ROBBERY,2,2,(null),NONE,N,N,CALM,CALM,14,BLACK,5.8,170,140,"DARK BLUE BUBBLE JACKET, TAN PANTS BLACK HOODIE",JACKET,BRONX
08-11-2019,312,14:25:00,865,November,Friday,DT3,1,1,ROBBERY,ROBBERY,1,1,(null),NONE,N,N,CALM,CALM,34,BLACK,5.7,167.5,175,(null),NONE,BRONX
22-11-2019,326,02:38:00,158,November,Friday,POM,2,2,CPW,CPW,13,13,(null),NONE,N,N,COMPLIANT,NONE,28,BLACK,6,180,180,(null),NONE,BRONX
22-11-2019,326,21:55:00,1315,November,Friday,POM,1,1,ROBBERY,ROBBERY,15,15,(null),NONE,Y,N,UPSET,UPSET,25,BLACK,6,180,200,(null),NONE,BRONX
29-11-2019,333,01:45:00,105,November,Friday,POM,0,0,CPW,CPW,1,1,(null),NONE,N,N,SUSPICIOUS,NONE,21,BLACK,5.1,152.5,175,(null),NONE,BRONX
22-11-2019,326,19:00:00,1140,November,Friday,POM,1,1,ROBBERY,ROBBERY,3,3,ROBBERY,ROBBERY,Y,N,EXCITED,NONE,18,BLACK,6.1,182.5,150,(null),NONE,BRONX
29-11-2019,333,17:11:00,1031,November,Friday,POM,1,1,CPW,CPW,2,2,(null),NONE,Y,N,CALM,CALM,35,BLACK,5.8,170,160,"NAVY BLUE SWEATERSUIT/WINDBREAKER STYLE JACKET, DARK NAVY JEANS",JACKET,BRONX
29-11-2019,333,12:30:00,750,November,Friday,SGT,5,5,ROBBERY,ROBBERY,8,8,(null),NONE,Y,N,IRATE,NONE,57,BLACK,5.1,152.5,190,"RED HAT, BLACK JACKET, BLUE T-SHIRT, BLUE JEANS",JACKET,BRONX
22-11-2019,326,01:20:00,80,November,Friday,POM,5,5,PETIT LARCENY,PETIT LARCENY,5,5,(null),NONE,Y,N,NORMAL,NORMAL,21,BLACK,5.9,172.5,140,N\A,NONE,BRONX
22-11-2019,326,01:35:00,95,November,Friday,POM,10,10,CPW,CPW,4,4,(null),NONE,N,Y,#N/A,NONE,18,WHITE HISPANIC,5.1,152.5,220,(null),NONE,BRONX
22-11-2019,326,20:19:00,1219,November,Friday,POM,6,6,CPW,CPW,3,3,(null),NONE,N,Y,AP NORMAL,NORMAL,28,BLACK HISPANIC,6.2,185,280,TEAR DROP TATTOO UNDER RIGHT EYE,TATTOO,BRONX
22-11-2019,326,00:43:00,43,November,Friday,POM,1,1,ROBBERY,ROBBERY,2,2,(null),NONE,N,N,CALM,CALM,20,BLACK HISPANIC,5.7,167.5,150,(null),NONE,BRONX
01-11-2019,305,15:58:00,958,November,Friday,POM,1,1,ASSAULT,ASSAULT,7,7,ASSAULT,ASSAULT,Y,N,NERVOUS,NERVOUS,29,WHITE,5.7,167.5,170,"JEAN JACKET, BEARD, BROWN BOOTS,  BLACK BOOKBAG",BEARD,BROOKLYN
08-11-2019,312,21:10:00,1270,November,Friday,POM,0,0,PETIT LARCENY,PETIT LARCENY,10,10,(null),NONE,Y,N,ANGRY,ANGRY,56,WHITE,5.6,165,140,(null),NONE,BROOKLYN
29-11-2019,333,02:27:00,147,November,Friday,POM,1,1,CPW,CPW,3,3,(null),NONE,Y,N,CALM,CALM,55,BLACK,6,180,180,CANE,NONE,BROOKLYN
22-11-2019,326,10:19:00,619,November,Friday,POF,3,3,CPW,CPW,30,30,(null),NONE,Y,N,#N/A,NONE,35,WHITE,6.1,182.5,170,(null),NONE,BROOKLYN
22-11-2019,326,10:19:00,619,November,Friday,POF,3,3,CPW,CPW,30,30,(null),NONE,Y,N,CALM,CALM,39,WHITE,5.4,160,150,"BROWN JACKET, CLEAR BACKPACK, PINK SCARF",JACKET,BROOKLYN
01-11-2019,305,21:20:00,1280,November,Friday,POM,0,0,CPW,CPW,54,40+,(null),NONE,Y,N,CALM,CALM,34,WHITE,6.1,182.5,190,BLACK HOODIE COLORFUL BANDANA,HOODIE,BROOKLYN
01-11-2019,305,01:00:00,60,November,Friday,LT,1,1,CPW,CPW,6,6,(null),NONE,Y,Y,NERVOUS/UPSET,NERVOUS,27,BLACK,5.8,170,280,"BLACK LEATHER COAT, BLACK HOODIE, FACE PAINT.",HOODIE,BROOKLYN
15-11-2019,319,15:30:00,930,November,Friday,POF,0,0,CPW,CPW,30,30,(null),NONE,Y,Y,COMPLIANT,NONE,31,WHITE HISPANIC,5.8,170,250,(null),NONE,BROOKLYN
29-11-2019,333,22:57:00,1377,November,Friday,POM,0,0,ROBBERY,ROBBERY,10,10,ROBBERY,ROBBERY,N,N,NERVOUS,NERVOUS,16,WHITE HISPANIC,5.4,160,130,BLACK JACKET,JACKET,BROOKLYN
29-11-2019,333,22:57:00,1377,November,Friday,POM,0,0,ROBBERY,ROBBERY,10,10,ROBBERY,ROBBERY,N,N,NERVOUS,NERVOUS,19,WHITE HISPANIC,5.5,162.5,120,BLACK JACKET,JACKET,BROOKLYN
29-11-2019,333,22:57:00,1377,November,Friday,POM,0,0,ROBBERY,ROBBERY,10,10,ROBBERY,ROBBERY,N,N,NERVOUS,NERVOUS,17,WHITE HISPANIC,5.5,162.5,120,BLAKC JACKET,JACKET,BROOKLYN
