STOP_FRISK_DATE,STOP_FRISK_DATE_DAYNO,STOP_FRISK_TIME,STOP_FRISK_TIME_DAYMIN,MONTH2,DAY2,ISSUING_OFFICER_RANK,OBSERVED_DURATION_MINUTES,OBSERVED_DURATION_MINUTES_EDITED,SUSPECTED_CRIME_DESCRIPTION,SUSPECTED_CRIME_DESCRIPTION_EDITED,STOP_DURATION_MINUTES,STOP_DURATION_MINUTES_EDITED,SUSPECT_ARREST_OFFENSE,SUSPECT_ARREST_OFFENSE_EDITED,OFFICER_IN_UNIFORM_FLAG,WEAPON_FOUND_FLAG,DEMEANOR_OF_PERSON_STOPPED,DEMEANOR_OF_PERSON_STOPPED_TOP10,SUSPECT_REPORTED_AGE,SUSPECT_RACE_DESCRIPTION,SUSPECT_HEIGHT,SUSPECT_HEIGHT_EDITED,SUSPECT_WEIGHT,SUSPECT_OTHER_DESCRIPTION,SUSPECT_OTHER_DESCRIPTION_TOP10,STOP_LOCATION_BORO_NAME
29-01-2019,29,20:01:00,1201,January,Tuesday,POM,1,1,ROBBERY,ROBBERY,40,40+,(null),NONE,Y,N,ANGRY AND NERVOUS,NERVOUS,20,BLACK,5.9,172.5,200,(null),NONE,BROOKLYN
29-01-2019,29,20:01:00,1201,January,Tuesday,POM,1,1,ROBBERY,ROBBERY,40,40+,(null),NONE,Y,N,ANGRY AND UNCOOPERATIVE,ANGRY,24,BLACK,5.9,172.5,191,(null),NONE,BROOKLYN
01-01-2019,1,20:50:00,1250,January,Tuesday,POM,0,0,CRIMINAL TRESPASS,CRIMINAL TRESPASS,10,10,(null),NONE,Y,N,NORMAL,NORMAL,36,WHITE,5.7,167.5,190,(null),NONE,BROOKLYN
22-01-2019,22,15:39:00,939,January,Tuesday,POM,5,5,CRIMINAL SALE OF CONTROLLED SUBSTANCE,OTHER,15,15,CPW,CPW,N,Y,CALM,CALM,54,BLACK,6.1,182.5,250,(null),NONE,BROOKLYN
22-01-2019,22,15:39:00,939,January,Tuesday,POM,10,10,CRIMINAL SALE OF CONTROLLED SUBSTANCE,OTHER,10,10,(null),NONE,N,Y,UNCOOPERATIVE,NONE,54,BLACK,5.9,172.5,135,(null),NONE,BROOKLYN
01-01-2019,1,17:15:00,1035,January,Tuesday,POM,1,1,CPW,CPW,15,15,(null),NONE,Y,N,UNDERSTOOD REASON FOR STOP,NONE,37,BLACK,5.6,165,150,(null),NONE,BROOKLYN
01-01-2019,1,17:15:00,1035,January,Tuesday,POM,1,1,CPW,CPW,15,15,(null),NONE,Y,N,UNDERSTOOD REASON FOR STOP,NONE,27,BLACK,5.7,167.5,170,(null),NONE,BROOKLYN
01-01-2019,1,17:15:00,1035,January,Tuesday,POM,1,1,CPW,CPW,15,15,(null),NONE,Y,N,UNDERSTOOD REASON FOR STOP,NONE,35,BLACK,6.2,185,220,(null),NONE,BROOKLYN
01-01-2019,1,17:15:00,1035,January,Tuesday,POM,1,1,CPW,CPW,15,15,(null),NONE,Y,N,UNDERSTOOD REASON FOR STOP,NONE,25,BLACK,6,180,160,(null),NONE,BROOKLYN
15-01-2019,15,17:15:00,1035,January,Tuesday,POM,5,5,CPW,CPW,5,5,(null),NONE,Y,N,VERY SORRY FOR RUNNING AWAY,NONE,19,BLACK,5.8,170,180,(null),NONE,BROOKLYN
15-01-2019,15,15:15:00,915,January,Tuesday,POM,5,5,CPW,CPW,5,5,(null),NONE,Y,N,#N/A,NONE,21,BLACK,5.8,170,180,(null),NONE,BROOKLYN
15-01-2019,15,17:15:00,1035,January,Tuesday,POM,5,5,CPW,CPW,5,5,(null),NONE,Y,N,#N/A,NONE,21,BLACK,5.8,170,180,(null),NONE,BROOKLYN
29-01-2019,29,00:00:00,0,January,Tuesday,POM,1,1,GRAND LARCENY,GRAND LARCENY,5,5,GRAND LARCENY,GRAND LARCENY,Y,N,"NERVOUS, EXHUASTED",NERVOUS,26,WHITE HISPANIC,6,180,220,(null),NONE,BROOKLYN
29-01-2019,29,22:15:00,1335,January,Tuesday,POM,1,1,GRAND LARCENY AUTO,GRAND LARCENY AUTO,5,5,(null),NONE,Y,N,IRATE,NONE,27,BLACK,6.1,182.5,190,(null),NONE,BROOKLYN
29-01-2019,29,22:15:00,1335,January,Tuesday,POM,1,1,GRAND LARCENY AUTO,GRAND LARCENY AUTO,5,5,(null),NONE,Y,N,CALM,CALM,26,BLACK,5.6,165,160,(null),NONE,BROOKLYN
01-01-2019,1,00:10:00,10,January,Tuesday,POM,1,1,CPW,CPW,1,1,CPW,CPW,Y,Y,#N/A,NONE,24,BLACK,5.11,177.5,170,(null),NONE,BROOKLYN
01-01-2019,1,00:10:00,10,January,Tuesday,POM,1,1,CPW,CPW,1,1,(null),NONE,Y,N,#N/A,NONE,22,BLACK,5.6,165,150,(null),NONE,BROOKLYN
08-01-2019,8,01:30:00,90,January,Tuesday,POM,1,1,CPW,CPW,5,5,(null),NONE,Y,N,UPSET,UPSET,21,WHITE HISPANIC,5.9,172.5,140,(null),NONE,BROOKLYN
22-01-2019,22,19:00:00,1140,January,Tuesday,POM,3,3,CPW,CPW,4,4,(null),NONE,Y,N,CALM AND COOPERATIVE,CALM,30,BLACK,6,180,280,N/A,NONE,BROOKLYN
01-01-2019,1,19:27:00,1167,January,Tuesday,POM,3,3,CPW,CPW,2,2,(null),NONE,Y,N,CALM,CALM,22,BLACK,5.7,167.5,155,GOLD TEETH,NONE,BROOKLYN
08-01-2019,8,19:37:00,1177,January,Tuesday,POM,2,2,ASSAULT,ASSAULT,22,22,ASSAULT,ASSAULT,Y,N,CALM,CALM,26,BLACK,5.5,162.5,150,"BLUE JACKET, YELLOW SHIRT, DARK JEANS",JACKET,BROOKLYN
15-01-2019,15,20:55:00,1255,January,Tuesday,POM,1,1,CPW,CPW,25,25,MENACING,MENACING,N,N,ANGRY,ANGRY,36,BLACK,6.1,182.5,180,(null),NONE,BROOKLYN
15-01-2019,15,20:45:00,1245,January,Tuesday,POM,1,1,CPW,CPW,25,25,MENACING,MENACING,N,N,ANGRY,ANGRY,33,BLACK,5.9,172.5,200,BEARD,BEARD,BROOKLYN
29-01-2019,29,16:30:00,990,January,Tuesday,POM,1,1,CPW,CPW,5,5,(null),NONE,N,N,CALM,CALM,35,BLACK,6.3,187.5,210,SCAR ON FACE,SCAR,QUEENS
22-01-2019,22,21:00:00,1260,January,Tuesday,POM,1,1,GRAND LARCENY,GRAND LARCENY,30,30,CRIMINAL POSSESSION OF FORGED IN,OTHER,Y,N,NERVOUS,NERVOUS,20,BLACK HISPANIC,6.8,200,170,RED HOODIE/SUNGLASSES,GLASSES,QUEENS
15-01-2019,15,18:30:00,1110,January,Tuesday,POM,1,1,GRAND LARCENY AUTO,GRAND LARCENY AUTO,15,15,(null),NONE,Y,N,CALM,CALM,25,WHITE HISPANIC,5.5,162.5,180,(null),NONE,QUEENS
08-01-2019,8,17:28:00,1048,January,Tuesday,POM,1,1,CPW,CPW,20,20,(null),NONE,Y,N,"NORMAL, VERY UNDERSTANDING OF STOP",NORMAL,42,WHITE,5.7,167.5,170,RED SCARF,SCAR,QUEENS
01-01-2019,1,08:20:00,500,January,Tuesday,POM,1,1,MENACING,MENACING,2,2,(null),NONE,Y,N,#N/A,NONE,24,WHITE HISPANIC,5.7,167.5,150,TATTOOS ON FACE AND ARMS,TATTOO,QUEENS
01-01-2019,1,13:15:00,795,January,Tuesday,POF,2,2,CPW,CPW,10,10,(null),NONE,Y,N,NORMAL,NORMAL,19,WHITE,6,180,160,N/A,NONE,STATEN ISLAND
08-01-2019,8,17:38:00,1058,January,Tuesday,POM,1,1,ASSAULT,ASSAULT,31,31,(null),NONE,Y,N,CALM/NORMAL,CALM,27,BLACK HISPANIC,5.5,162.5,140,NONE,NONE,STATEN ISLAND
23-01-2019,23,06:16:00,376,January,Wednesday,POM,1,1,BURGLARY,BURGLARY,5,5,(null),NONE,Y,N,COORPERATIVE,NONE,17,BLACK,5.9,172.5,150,BLACK WOODED JACKET,JACKET,MANHATTAN
23-01-2019,23,00:08:00,8,January,Wednesday,POM,1,1,ROBBERY,ROBBERY,8,8,(null),NONE,N,N,CALM,CALM,36,WHITE,5.6,165,150,"DARK JACKET AND DARK HOODIE, LOTS OF CLOTHING. BLUE JEANS, RED SNEAKERS, BACKPAC",JACKET,MANHATTAN
02-01-2019,2,21:00:00,1260,January,Wednesday,POF,1,1,CPW,CPW,20,20,(null),NONE,Y,N,INCOMMUNICATIVE,NONE,40,WHITE,5.6,165,170,(null),NONE,MANHATTAN
09-01-2019,9,14:05:00,845,January,Wednesday,POM,1,1,CPW,CPW,5,5,(null),NONE,Y,N,"POSTIVE , SURPRISED",NONE,46,BLACK,6,180,165,"BLACK HAT, BLUE MASK, BLACK SUN GLASSES",GLASSES,MANHATTAN
16-01-2019,16,15:25:00,925,January,Wednesday,POM,1,1,CPW,CPW,5,5,CPW,CPW,N,Y,NERVOUS,NERVOUS,17,BLACK,5.6,165,150,"BLUE JEANS, BLACK SNEAKERS, TAN OVERCOAT",NONE,MANHATTAN
02-01-2019,2,05:36:00,336,January,Wednesday,POM,5,5,ROBBERY,ROBBERY,2,2,ROBBERY,ROBBERY,Y,N,ANGRY,ANGRY,42,BLACK,6.2,185,260,(null),NONE,MANHATTAN
02-01-2019,2,12:10:00,730,January,Wednesday,POM,2,2,ROBBERY,ROBBERY,10,10,ROBBERY,ROBBERY,N,Y,#N/A,NONE,27,BLACK,5.8,170,160,TATTOO ON NECK,TATTOO,MANHATTAN
23-01-2019,23,11:25:00,685,January,Wednesday,POM,5,5,CPW,CPW,7,7,CPW,CPW,Y,Y,ANGRY,ANGRY,39,WHITE,5.9,172.5,175,(null),NONE,MANHATTAN
09-01-2019,9,08:42:00,522,January,Wednesday,POM,2,2,CPW,CPW,9,9,(null),NONE,Y,N,CALM,CALM,18,BLACK,6.1,182.5,170,(null),NONE,MANHATTAN
09-01-2019,9,18:53:00,1133,January,Wednesday,POM,0,0,ROBBERY,ROBBERY,11,11,ROBBERY,ROBBERY,Y,N,TIRED OF RUNNING,NONE,15,BLACK,5.7,167.5,110,(null),NONE,MANHATTAN
30-01-2019,30,20:00:00,1200,January,Wednesday,POM,1,1,CPW,CPW,5,5,CPW,CPW,N,Y,NERVOUS,NERVOUS,15,WHITE HISPANIC,5.9,172.5,250,(null),NONE,BRONX
23-01-2019,23,23:18:00,1398,January,Wednesday,POM,1,1,CPW,CPW,2,2,CPW,CPW,N,Y,NERVOUS,NERVOUS,23,BLACK,5.4,160,140,(null),NONE,BRONX
16-01-2019,16,21:57:00,1317,January,Wednesday,POM,30,10+,CPW,CPW,5,5,(null),NONE,Y,N,CALM,CALM,18,BLACK,6.2,185,160,(null),NONE,BRONX
23-01-2019,23,23:35:00,1415,January,Wednesday,POM,1,1,CPW,CPW,5,5,(null),NONE,N,N,UNDERSTANDABLE,NONE,22,BLACK,5.9,172.5,135,(null),NONE,BRONX
30-01-2019,30,14:45:00,885,January,Wednesday,POM,1,1,OTHER,OTHER,10,10,(null),NONE,N,N,HE SEEMED BOTHERED,NONE,45,WHITE HISPANIC,6.3,187.5,200,"TATTOOS, OVERCOAT",TATTOO,BRONX
23-01-2019,23,01:19:00,79,January,Wednesday,POF,1,1,CPW,CPW,3,3,(null),NONE,Y,N,AGITATED,AGITATED,22,BLACK,5.6,165,160,"BLACK JACKET, BLACK JEANS, BLACK DURAG",JACKET,BRONX
09-01-2019,9,20:00:00,1200,January,Wednesday,SGT,1,1,CPW,CPW,5,5,CPW,CPW,N,Y,CALM,CALM,28,WHITE HISPANIC,6,180,200,(null),NONE,BROOKLYN
16-01-2019,16,14:35:00,875,January,Wednesday,POM,1,1,ASSAULT,ASSAULT,10,10,(null),NONE,N,N,CALM,CALM,30,BLACK,5.8,170,180,GREY SWEATER GREY SWEAT PANTS,NONE,BROOKLYN
02-01-2019,2,19:34:00,1174,January,Wednesday,POM,1,1,CPW,CPW,7,7,CPW,CPW,N,Y,CALM,CALM,19,BLACK,5.7,167.5,150,DAGGER TATOO ON FOREHEAD,NONE,BROOKLYN
16-01-2019,16,17:40:00,1060,January,Wednesday,POM,1,1,CPW,CPW,5,5,(null),NONE,N,N,"HOSTILE, DISORDERLY, AGGRESSIVE, UNCOOPERATIVE, VULGAR",COOPERATIVE,25,BLACK,6.4,190,180,(null),NONE,BROOKLYN
09-01-2019,9,21:55:00,1315,January,Wednesday,POM,5,5,BURGLARY,BURGLARY,5,5,(null),NONE,Y,N,AGITATED,AGITATED,36,BLACK,5.1,152.5,250,(null),NONE,BROOKLYN
02-01-2019,2,14:07:00,847,January,Wednesday,POM,1,1,ROBBERY,ROBBERY,4,4,ROBBERY,ROBBERY,Y,Y,AGITATED,AGITATED,37,BLACK,5.6,165,190,(null),NONE,BROOKLYN
02-01-2019,2,02:55:00,175,January,Wednesday,DTS,3,3,CPW,CPW,8,8,(null),NONE,N,N,CALM,CALM,32,BLACK,5.6,165,180,(null),NONE,BROOKLYN
23-01-2019,23,20:40:00,1240,January,Wednesday,POM,1,1,ASSAULT,ASSAULT,5,5,(null),NONE,Y,N,AGGRAVATED,NONE,38,BLACK,5.6,165,150,N/A,NONE,BROOKLYN
23-01-2019,23,18:45:00,1125,January,Wednesday,POM,0,0,CRIMINAL MISCHIEF,CRIMINAL MISCHIEF,30,30,CRIMINAL MISCHIEF,CRIMINAL MISCHIEF,Y,N,#N/A,NONE,17,BLACK,5.11,177.5,150,"GREEN JACKET, WHITE SNEAKERS, BLACK JEANS",JACKET,BROOKLYN
16-01-2019,16,19:20:00,1160,January,Wednesday,POM,1,1,ROBBERY,ROBBERY,10,10,ROBBERY,ROBBERY,N,N,CALM,CALM,18,BLACK,5.8,170,230,NETS JACKET,JACKET,BROOKLYN
16-01-2019,16,19:20:00,1160,January,Wednesday,POM,1,1,ROBBERY,ROBBERY,10,10,ROBBERY,ROBBERY,N,N,CALM,CALM,16,BLACK,5.8,170,280,ORANGE SNEAKERS,NONE,BROOKLYN
16-01-2019,16,22:00:00,1320,January,Wednesday,POM,1,1,ROBBERY,ROBBERY,5,5,(null),NONE,Y,N,HIGHLY RESPECTFUL,NONE,16,BLACK,5.9,172.5,138,(null),NONE,BROOKLYN
23-01-2019,23,03:26:00,206,January,Wednesday,POM,1,1,OTHER,OTHER,10,10,OTHER,OTHER,Y,N,HOSTILE,NONE,28,BLACK HISPANIC,5.9,172.5,160,"BLACK CLOTHES, PUFFY JACKET, MALE HISPANIC, LIGHT SKIN",JACKET,QUEENS
23-01-2019,23,03:00:00,180,January,Wednesday,POM,1,1,GRAND LARCENY,GRAND LARCENY,13,13,GRAND LARCENY,GRAND LARCENY,N,N,CALM,CALM,24,BLACK HISPANIC,5.9,172.5,200,"GLASSES, BLACK HOODIE",GLASSES,QUEENS
23-01-2019,23,03:00:00,180,January,Wednesday,POM,1,1,GRAND LARCENY,GRAND LARCENY,13,13,GRAND LARCENY,GRAND LARCENY,N,N,CALM,CALM,25,BLACK HISPANIC,5.8,170,285,"RED HOODIE, RED BASEBALL CAP",HOODIE,QUEENS
09-01-2019,9,15:35:00,935,January,Wednesday,POM,1,1,CPW,CPW,10,10,(null),NONE,Y,N,NON COMPLIANT,NONE,14,BLACK,5.4,160,135,NONE,NONE,QUEENS
09-01-2019,9,15:37:00,937,January,Wednesday,POM,1,1,CPW,CPW,5,5,OTHER,OTHER,Y,N,NOT COMPLIANT.,NONE,13,WHITE HISPANIC,5.5,162.5,150,(null),NONE,QUEENS
30-01-2019,30,11:52:00,712,January,Wednesday,POM,1,1,CPW,CPW,2,2,CPW,CPW,N,Y,NORMAL,NORMAL,38,WHITE,5.6,165,130,(null),NONE,STATEN ISLAND
16-01-2019,16,02:50:00,170,January,Wednesday,POM,1,1,PETIT LARCENY,PETIT LARCENY,15,15,PETIT LARCENY,PETIT LARCENY,Y,N,AGITATED,AGITATED,35,BLACK,6,180,220,UNK,NONE,STATEN ISLAND
23-01-2019,23,23:56:00,1436,January,Wednesday,POM,3,3,PETIT LARCENY,PETIT LARCENY,24,24,(null),NONE,N,N,NERVOUS,NERVOUS,22,WHITE HISPANIC,6.1,182.5,150,(null),NONE,STATEN ISLAND
09-01-2019,9,00:18:00,18,January,Wednesday,POM,0,0,CRIMINAL MISCHIEF,CRIMINAL MISCHIEF,24,24,MENACING,MENACING,Y,Y,COMPLIANT,NONE,30,WHITE,6.3,187.5,255,PICTURE OF UNCLE SAM ON LEFT ARM,NONE,STATEN ISLAND
02-01-2019,2,01:11:00,71,January,Wednesday,POM,2,2,BURGLARY,BURGLARY,10,10,BURGLARY,BURGLARY,Y,N,NERVOUS,NERVOUS,19,WHITE HISPANIC,6.1,182.5,150,DARK JACKET,JACKET,BRONX
31-01-2019,31,14:45:00,885,January,Thursday,POM,1,1,ASSAULT,ASSAULT,3,3,(null),NONE,Y,N,CALM,CALM,18,BLACK,5.1,152.5,180,(null),NONE,MANHATTAN
17-01-2019,17,19:45:00,1185,January,Thursday,POM,1,1,CPW,CPW,11,11,CPW,CPW,N,Y,"CALM, COOPERATIVE",CALM,54,WHITE HISPANIC,5.8,170,175,(null),NONE,MANHATTAN
17-01-2019,17,04:36:00,276,January,Thursday,POM,1,1,GRAND LARCENY AUTO,GRAND LARCENY AUTO,18,18,OTHER,OTHER,N,N,CALM,CALM,23,WHITE,6.2,185,180,"TATOOS ON NECK, YELLOW CAMOFLAGE SWEATSHIRT, BLACK SWEATPANTS",SWEATSHIRT,MANHATTAN
03-01-2019,3,21:41:00,1301,January,Thursday,POM,1,1,ROBBERY,ROBBERY,15,15,ROBBERY,ROBBERY,Y,N,RELAXED,NONE,59,WHITE HISPANIC,5.1,152.5,180,(null),NONE,MANHATTAN
31-01-2019,31,09:35:00,575,January,Thursday,SGT,1,1,CPW,CPW,30,30,(null),NONE,Y,N,DISORIENTED/CALM,CALM,23,BLACK,5.8,170,175,ORANGE SHIRT,NONE,MANHATTAN
24-01-2019,24,23:30:00,1410,January,Thursday,POM,2,2,BURGLARY,BURGLARY,19,19,(null),NONE,N,N,EXCITED,NONE,18,BLACK,6,180,190,(null),NONE,MANHATTAN
03-01-2019,3,22:09:00,1329,January,Thursday,POM,1,1,ROBBERY,ROBBERY,7,7,ROBBERY,ROBBERY,N,N,NERVOUS,NERVOUS,18,BLACK HISPANIC,5.9,172.5,150,(null),NONE,MANHATTAN
03-01-2019,3,22:09:00,1329,January,Thursday,POM,1,1,ROBBERY,ROBBERY,7,7,ROBBERY,ROBBERY,N,N,CALM,CALM,22,WHITE HISPANIC,5.9,172.5,170,(null),NONE,MANHATTAN
10-01-2019,10,15:35:00,935,January,Thursday,POM,0,0,CPW,CPW,3,3,(null),NONE,Y,N,COOPERATIVE,COOPERATIVE,43,BLACK,6,180,160,(null),NONE,MANHATTAN
24-01-2019,24,20:15:00,1215,January,Thursday,POM,5,5,CRIMINAL TRESPASS,CRIMINAL TRESPASS,1,1,(null),NONE,N,N,"UPSET, CONFUSED",UPSET,18,BLACK,5.1,152.5,150,NONE,NONE,MANHATTAN
24-01-2019,24,14:02:00,842,January,Thursday,POM,2,2,PETIT LARCENY,PETIT LARCENY,6,6,PETIT LARCENY,PETIT LARCENY,Y,N,CALM,CALM,14,BLACK,5.6,165,140,BLACK JACKET WITH HOOD,JACKET,MANHATTAN
03-01-2019,3,21:15:00,1275,January,Thursday,POM,1,1,CPW,CPW,0,0,(null),NONE,Y,N,UPSET,UPSET,20,BLACK,5.4,160,170,(null),NONE,MANHATTAN
17-01-2019,17,19:45:00,1185,January,Thursday,POM,2,2,CPW,CPW,2,2,(null),NONE,N,N,CALM,CALM,23,BLACK,6.5,192.5,320,(null),NONE,MANHATTAN
24-01-2019,24,04:45:00,285,January,Thursday,POF,2,2,BURGLARY,BURGLARY,10,10,(null),NONE,N,N,"NERVOUS, ANNOYED, RAMBLING",NERVOUS,22,WHITE HISPANIC,5.9,172.5,180,UNK,NONE,MANHATTAN
10-01-2019,10,20:27:00,1227,January,Thursday,POM,0,0,ROBBERY,ROBBERY,2,2,ROBBERY,ROBBERY,N,N,CALM,CALM,16,WHITE HISPANIC,5.8,170,140,NONE,NONE,BRONX
03-01-2019,3,22:00:00,1320,January,Thursday,POM,1,1,CPW,CPW,5,5,CPW,CPW,N,Y,DEFEATED BUT APOLOGETIC,NONE,42,BLACK,6,180,180,(null),NONE,BRONX
03-01-2019,3,21:20:00,1280,January,Thursday,POM,1,1,CPW,CPW,10,10,(null),NONE,N,N,APOLOGETIC,NONE,27,BLACK,6.3,187.5,180,(null),NONE,BRONX
03-01-2019,3,22:00:00,1320,January,Thursday,POM,1,1,CPW,CPW,5,5,CPW,CPW,N,Y,UPSET AND APOLOGETIC,UPSET,42,BLACK,6,180,190,(null),NONE,BRONX
31-01-2019,31,22:36:00,1356,January,Thursday,POM,1,1,ASSAULT,ASSAULT,14,14,(null),NONE,Y,N,COMPLIANT,NONE,18,BLACK,5.1,152.5,162,(null),NONE,BRONX
31-01-2019,31,21:00:00,1260,January,Thursday,POM,3,3,CPW,CPW,4,4,CPW,CPW,N,Y,APPARENTLY NORMAL,NONE,33,BLACK,5.9,172.5,180,TATTOO ALL OVER BODY,TATTOO,BRONX
17-01-2019,17,01:33:00,93,January,Thursday,POF,1,1,CRIMINAL MISCHIEF,CRIMINAL MISCHIEF,17,17,CRIMINAL MISCHIEF,CRIMINAL MISCHIEF,Y,Y,CALM,CALM,16,BLACK,6,180,185,NONE,NONE,BRONX
17-01-2019,17,05:20:00,320,January,Thursday,POM,0,0,CPW,CPW,5,5,(null),NONE,Y,N,ANGRY,ANGRY,51,BLACK,6.1,182.5,260,(null),NONE,BRONX
17-01-2019,17,01:33:00,93,January,Thursday,POF,1,1,PETIT LARCENY,PETIT LARCENY,17,17,(null),NONE,Y,N,TALKATIVE,NONE,25,WHITE HISPANIC,5.1,152.5,162,SCAR ON RIGHT CHEEK,SCAR,BRONX
10-01-2019,10,15:10:00,910,January,Thursday,POM,1,1,CPW,CPW,5,5,CPW,CPW,N,N,UPSET,UPSET,28,WHITE HISPANIC,5.5,162.5,265,NA,NONE,BRONX
17-01-2019,17,16:37:00,997,January,Thursday,POM,2,2,ROBBERY,ROBBERY,5,5,(null),NONE,Y,N,CALM,CALM,30,BLACK,6.1,182.5,160,(null),NONE,BRONX
17-01-2019,17,16:37:00,997,January,Thursday,POM,2,2,ROBBERY,ROBBERY,5,5,(null),NONE,Y,N,UNDERSTANDING,UNDERSTANDING,30,BLACK,5.11,177.5,200,(null),NONE,BRONX
10-01-2019,10,15:45:00,945,January,Thursday,POM,1,1,CPW,CPW,6,6,MURDER,OTHER,N,N,#N/A,NONE,17,BLACK HISPANIC,5.1,152.5,175,(null),NONE,BRONX
10-01-2019,10,15:45:00,945,January,Thursday,POM,1,1,MURDER,OTHER,6,6,MURDER,OTHER,N,N,#N/A,NONE,14,BLACK HISPANIC,5.6,165,145,(null),NONE,BRONX
31-01-2019,31,16:25:00,985,January,Thursday,POM,2,2,BURGLARY,BURGLARY,1,1,(null),NONE,N,N,ANGRY,ANGRY,37,BLACK,5.11,177.5,220,HOODIE,HOODIE,BRONX
24-01-2019,24,23:00:00,1380,January,Thursday,POM,1,1,CPW,CPW,10,10,(null),NONE,Y,N,UPSET,UPSET,28,BLACK,6,180,180,(null),NONE,BROOKLYN
24-01-2019,24,00:03:00,3,January,Thursday,POM,1,1,ROBBERY,ROBBERY,5,5,ROBBERY,ROBBERY,N,Y,COOPERATIVE,COOPERATIVE,18,BLACK,6.1,182.5,160,(null),NONE,BROOKLYN
24-01-2019,24,07:42:00,462,January,Thursday,POM,1,1,MENACING,MENACING,5,5,PETIT LARCENY,PETIT LARCENY,Y,Y,CALM,CALM,39,WHITE HISPANIC,5.6,165,145,(null),NONE,BROOKLYN
24-01-2019,24,00:03:00,3,January,Thursday,POM,1,1,ROBBERY,ROBBERY,5,5,ROBBERY,ROBBERY,N,Y,COOPERATIVE,COOPERATIVE,18,BLACK,6.1,182.5,165,(null),NONE,BROOKLYN
24-01-2019,24,00:03:00,3,January,Thursday,POM,1,1,ROBBERY,ROBBERY,5,5,ROBBERY,ROBBERY,N,N,COOPERATIVE,COOPERATIVE,17,BLACK,5.7,167.5,160,(null),NONE,BROOKLYN
31-01-2019,31,12:18:00,738,January,Thursday,POM,1,1,UNAUTHORIZED USE OF A VEHICLE,OTHER,1,1,UNAUTHORIZED USE OF A VEHICLE,OTHER,N,Y,COMPLIANT,NONE,26,WHITE,5.11,177.5,170,DISTINCT BIG NOSE.,NONE,BROOKLYN
31-01-2019,31,13:05:00,785,January,Thursday,POM,1,1,BURGLARY,BURGLARY,5,5,(null),NONE,Y,N,COOPERATIVE,COOPERATIVE,39,BLACK,5.9,172.5,180,"SCAR ON BACK OF RIGHT HAND,",SCAR,BROOKLYN
10-01-2019,10,17:05:00,1025,January,Thursday,POM,1,1,UNAUTHORIZED USE OF A VEHICLE,OTHER,24,24,UNAUTHORIZED USE OF A VEHICLE,OTHER,Y,Y,CALM,CALM,18,BLACK,6,180,180,UNKNOWN,NONE,BROOKLYN
10-01-2019,10,17:05:00,1025,January,Thursday,POM,1,1,UNAUTHORIZED USE OF A VEHICLE,OTHER,24,24,UNAUTHORIZED USE OF A VEHICLE,OTHER,Y,N,CALM,CALM,17,BLACK,5.1,152.5,150,UNKNOWN,NONE,BROOKLYN
24-01-2019,24,17:09:00,1029,January,Thursday,POM,0,0,BURGLARY,BURGLARY,190,40+,(null),NONE,Y,N,CALM,CALM,17,WHITE,5.1,152.5,130,(null),NONE,BROOKLYN
10-01-2019,10,18:12:00,1092,January,Thursday,POM,1,1,PETIT LARCENY,PETIT LARCENY,15,15,(null),NONE,Y,N,CALM,CALM,41,WHITE,5.7,167.5,160,"MISSING TEETH, BLACK JACKET, BLACK JEANS, BLACK SNEAKERS",JACKET,BROOKLYN
31-01-2019,31,17:56:00,1076,January,Thursday,POM,1,1,GRAND LARCENY AUTO,GRAND LARCENY AUTO,5,5,UNAUTHORIZED USE OF A VEHICLE,OTHER,Y,N,UPSET,UPSET,34,WHITE,6.4,190,250,N/A,NONE,BROOKLYN
10-01-2019,10,22:20:00,1340,January,Thursday,POM,1,1,CPW,CPW,2,2,CPW,CPW,N,Y,HIGH,NONE,26,BLACK,5.6,165,160,(null),NONE,BROOKLYN
03-01-2019,3,21:47:00,1307,January,Thursday,POM,1,1,CPW,CPW,10,10,(null),NONE,N,N,AGGRESSIVE TOWARDS POTENTIAL C/V'S AND AGITATED,AGITATED,25,BLACK,6,180,160,"FACE TATTOO ""WILDLIFE""",TATTOO,BROOKLYN
03-01-2019,3,20:47:00,1247,January,Thursday,POM,1,1,CPW,CPW,12,12,(null),NONE,N,N,UPSET,UPSET,26,BLACK,6,180,180,(null),NONE,BROOKLYN
10-01-2019,10,23:45:00,1425,January,Thursday,POM,1,1,CPW,CPW,5,5,(null),NONE,N,N,ANGRY,ANGRY,40,BLACK,5.1,152.5,225,(null),NONE,BROOKLYN
17-01-2019,17,23:36:00,1416,January,Thursday,POM,1,1,CPW,CPW,2,2,(null),NONE,N,N,NERVOUS/AGITATED,NERVOUS,25,BLACK,5.9,172.5,170,HIGHLIGHTS IN HAIR,NONE,BROOKLYN
17-01-2019,17,21:20:00,1280,January,Thursday,LT,3,3,CRIMINAL TRESPASS,CRIMINAL TRESPASS,5,5,(null),NONE,N,N,CALM,CALM,15,BLACK,5.7,167.5,145,(null),NONE,BROOKLYN
31-01-2019,31,02:02:00,122,January,Thursday,POM,5,5,BURGLARY,BURGLARY,10,10,(null),NONE,Y,N,CALM,CALM,25,WHITE HISPANIC,5.5,162.5,160,"GREEN SHIRT, BLUE JEANS",NONE,BROOKLYN
